,days_since_last_order,median_order_type,days_since_last_contact,monthly_mean_order_vol,yearly_mean_cust_rev,status
498,14,raw_ingredients,11,613,1424,active
629,4,finished_goods,6,564,665,active
535,12,raw_ingredients,7,1208,1493,active
9634,3,finished_goods,11,587,883,active
5687,7,raw_ingredients,3,1404,1140,active
532,12,raw_ingredients,2,644,1167,active
8972,7,raw_ingredients,7,1380,1253,active
1780,2,raw_ingredients,1,718,1113,active
11901,27,finished_goods,13,606,801,paused
7073,1,raw_ingredients,3,1344,772,active
9327,1,finished_goods,2,968,1429,active
11811,35,raw_ingredients,23,1024,366,paused
5087,5,finished_goods,1,1479,1103,active
7096,10,raw_ingredients,8,851,1099,active
346,1,raw_ingredients,13,1372,1136,active
538,13,finished_goods,6,1152,598,active
4526,13,finished_goods,11,829,1466,active
4464,11,finished_goods,2,1259,810,active
529,4,raw_ingredients,14,1040,879,active
11964,10,raw_ingredients,29,795,328,paused
9810,6,raw_ingredients,9,835,651,active
1541,10,finished_goods,8,1478,891,active
4831,13,finished_goods,1,1330,1329,active
5539,12,raw_ingredients,14,1143,818,active
4646,4,finished_goods,13,1277,1302,active
3266,12,raw_ingredients,5,623,807,active
5053,9,raw_ingredients,6,1478,727,active
8244,14,raw_ingredients,1,1008,785,active
3803,12,raw_ingredients,14,1174,836,active
3277,8,raw_ingredients,1,1206,1068,active
5911,7,raw_ingredients,1,795,1117,active
2955,8,raw_ingredients,10,769,1444,active
5079,13,raw_ingredients,13,1188,1423,active
4899,5,finished_goods,3,980,1184,active
10852,7,finished_goods,17,471,1230,cancelled
8745,8,raw_ingredients,1,928,1355,active
3777,14,raw_ingredients,1,1422,650,active
11081,33,finished_goods,8,1414,251,paused
7729,13,finished_goods,3,1038,1123,active
9098,6,raw_ingredients,3,762,531,active
4683,12,finished_goods,11,529,545,active
2165,7,raw_ingredients,9,1283,1266,active
8237,5,raw_ingredients,13,1116,1393,active
6911,7,raw_ingredients,2,1030,584,active
6119,14,finished_goods,13,501,1077,active
8655,3,raw_ingredients,8,650,1336,active
11302,11,finished_goods,19,1048,887,paused
2723,8,finished_goods,13,711,697,active
5963,1,raw_ingredients,6,1470,1267,active
36,8,raw_ingredients,4,1162,1361,active
9395,3,finished_goods,4,798,583,active
9708,9,raw_ingredients,1,598,1224,active
2032,10,raw_ingredients,13,515,1319,active
10595,7,finished_goods,7,427,924,cancelled
11174,19,finished_goods,9,1163,632,paused
3095,6,raw_ingredients,4,653,1175,active
998,9,finished_goods,14,1218,1037,active
6504,2,finished_goods,4,958,514,active
8347,6,raw_ingredients,6,900,1291,active
731,2,finished_goods,10,1370,504,active
10354,18,finished_goods,12,984,852,cancelled
9705,5,raw_ingredients,7,1162,819,active
9752,14,finished_goods,14,921,1356,active
11355,29,finished_goods,21,1045,947,paused
8824,7,finished_goods,9,1432,1260,active
10570,18,finished_goods,7,440,594,cancelled
9894,14,finished_goods,5,750,1171,active
820,13,raw_ingredients,11,1368,1241,active
1734,13,raw_ingredients,1,1196,1227,active
11223,39,finished_goods,32,784,1170,paused
5474,9,finished_goods,4,1045,1101,active
1329,14,finished_goods,12,563,587,active
11606,32,raw_ingredients,31,747,683,paused
5964,7,raw_ingredients,8,1310,1325,active
10084,8,finished_goods,19,965,599,cancelled
7551,9,raw_ingredients,13,1327,1362,active
7115,13,finished_goods,10,1353,1189,active
9860,1,raw_ingredients,6,1229,810,active
10681,17,finished_goods,15,1141,885,cancelled
2243,14,raw_ingredients,7,851,996,active
9401,1,raw_ingredients,9,729,1076,active
212,6,raw_ingredients,4,689,1097,active
9403,9,finished_goods,3,1087,551,active
11434,16,raw_ingredients,11,1448,944,paused
10508,15,finished_goods,18,1210,611,cancelled
4666,1,raw_ingredients,5,1403,1009,active
2952,7,raw_ingredients,8,982,538,active
7837,9,raw_ingredients,8,1478,1491,active
7312,12,finished_goods,2,786,1087,active
4823,2,finished_goods,3,1354,1001,active
6811,4,finished_goods,3,506,1274,active
4480,5,raw_ingredients,7,1134,696,active
247,12,raw_ingredients,2,569,1474,active
954,1,raw_ingredients,3,671,1033,active
11615,21,finished_goods,24,545,944,paused
6067,6,raw_ingredients,4,1214,547,active
7660,2,raw_ingredients,4,1155,582,active
347,5,raw_ingredients,12,607,1415,active
5229,14,finished_goods,7,890,698,active
8223,5,raw_ingredients,6,1013,734,active
6685,2,raw_ingredients,4,1331,614,active
10024,12,finished_goods,11,726,562,cancelled
534,14,raw_ingredients,13,838,606,active
2299,13,finished_goods,10,1017,927,active
11503,13,raw_ingredients,13,1140,814,paused
7626,4,finished_goods,13,1263,1400,active
9225,5,raw_ingredients,13,1447,1023,active
9772,8,raw_ingredients,6,843,1469,active
2679,10,raw_ingredients,5,1387,923,active
12,8,finished_goods,7,970,1367,active
8600,1,raw_ingredients,9,566,526,active
412,11,raw_ingredients,10,1395,509,active
3990,10,finished_goods,12,977,1400,active
1564,5,raw_ingredients,10,788,896,active
5819,8,raw_ingredients,7,1462,788,active
4143,10,raw_ingredients,5,1489,844,active
6607,11,finished_goods,7,608,1376,active
10332,16,finished_goods,17,572,958,cancelled
72,5,raw_ingredients,5,598,675,active
10026,11,finished_goods,11,416,983,cancelled
9849,6,raw_ingredients,14,568,689,active
4082,7,raw_ingredients,4,612,922,active
3949,14,finished_goods,1,1283,1342,active
8644,6,raw_ingredients,4,1144,1493,active
379,12,raw_ingredients,4,883,1280,active
1567,2,raw_ingredients,4,678,1227,active
10395,13,finished_goods,7,800,973,cancelled
4302,6,raw_ingredients,12,1291,820,active
2203,2,raw_ingredients,9,855,1010,active
742,14,raw_ingredients,9,745,1404,active
10654,9,finished_goods,13,874,786,cancelled
4700,14,finished_goods,10,557,950,active
2175,7,raw_ingredients,3,1276,788,active
11930,32,finished_goods,37,1110,566,paused
3948,14,raw_ingredients,1,768,1153,active
4009,12,finished_goods,10,596,683,active
11770,30,raw_ingredients,10,1025,654,paused
3702,5,raw_ingredients,3,1363,641,active
7962,3,raw_ingredients,12,614,1051,active
2582,3,raw_ingredients,8,850,513,active
3826,10,raw_ingredients,6,1396,779,active
7890,3,raw_ingredients,3,641,1352,active
5462,10,finished_goods,10,1452,1406,active
5665,13,raw_ingredients,10,1137,614,active
10528,7,raw_ingredients,10,1231,1217,cancelled
7099,8,finished_goods,8,1056,817,active
11507,18,finished_goods,36,702,1047,paused
1263,7,raw_ingredients,2,1195,771,active
6152,6,finished_goods,11,927,1281,active
10315,12,raw_ingredients,13,1289,1003,cancelled
2084,5,raw_ingredients,4,660,934,active
5673,1,raw_ingredients,3,877,747,active
9220,3,raw_ingredients,4,893,1196,active
4802,9,raw_ingredients,13,1362,937,active
990,5,raw_ingredients,12,797,597,active
3245,1,raw_ingredients,6,617,904,active
3131,7,finished_goods,3,1358,1020,active
10020,18,finished_goods,17,436,1345,cancelled
6828,12,finished_goods,9,941,911,active
4184,13,raw_ingredients,9,1330,560,active
3671,5,finished_goods,4,996,680,active
366,14,raw_ingredients,10,1427,1073,active
3736,10,finished_goods,13,1488,1026,active
623,13,finished_goods,4,681,511,active
2359,1,raw_ingredients,1,1483,1296,active
2982,4,raw_ingredients,5,905,1108,active
6530,14,finished_goods,1,1038,687,active
9447,6,raw_ingredients,3,1086,1448,active
10238,14,finished_goods,17,1217,1196,cancelled
10308,15,raw_ingredients,9,773,932,cancelled
8299,4,raw_ingredients,12,1119,974,active
7345,3,raw_ingredients,1,1449,1167,active
5840,1,raw_ingredients,5,579,812,active
10356,13,finished_goods,15,1295,1041,cancelled
6010,2,raw_ingredients,14,787,1077,active
1286,7,raw_ingredients,12,1129,1076,active
9028,11,raw_ingredients,8,833,980,active
1490,4,finished_goods,3,1131,528,active
1692,9,finished_goods,1,518,620,active
10630,12,raw_ingredients,11,1043,1297,cancelled
1198,5,raw_ingredients,4,578,1486,active
2417,1,raw_ingredients,3,500,1342,active
4046,13,finished_goods,9,667,572,active
2127,3,finished_goods,4,971,956,active
851,8,raw_ingredients,5,1107,824,active
941,9,raw_ingredients,9,729,606,active
8305,4,raw_ingredients,1,822,1066,active
7155,8,raw_ingredients,3,813,800,active
7557,3,raw_ingredients,6,1124,890,active
7562,2,raw_ingredients,4,1365,824,active
116,13,finished_goods,9,998,735,active
1326,8,raw_ingredients,2,1114,946,active
3724,14,raw_ingredients,1,994,1073,active
6577,13,raw_ingredients,2,531,795,active
5393,6,raw_ingredients,7,1198,1352,active
5805,5,raw_ingredients,3,1106,1402,active
3164,6,raw_ingredients,4,618,738,active
5386,2,raw_ingredients,8,1085,1464,active
6239,8,raw_ingredients,3,776,803,active
10223,16,finished_goods,13,897,527,cancelled
10111,9,raw_ingredients,11,1335,845,cancelled
3191,4,raw_ingredients,1,1014,1344,active
4491,8,raw_ingredients,2,831,1335,active
7441,3,raw_ingredients,4,1039,801,active
7844,1,raw_ingredients,10,596,1136,active
3740,6,raw_ingredients,2,1267,546,active
2024,8,raw_ingredients,13,1061,1479,active
6761,2,raw_ingredients,7,771,548,active
4051,3,raw_ingredients,12,787,1088,active
33,8,finished_goods,11,778,527,active
5485,4,raw_ingredients,12,941,1173,active
9257,8,raw_ingredients,8,923,546,active
1855,11,raw_ingredients,6,1145,709,active
11724,12,raw_ingredients,27,915,1192,paused
6256,8,raw_ingredients,7,1499,658,active
7732,12,raw_ingredients,12,883,1015,active
3896,1,finished_goods,4,642,828,active
3895,5,raw_ingredients,14,1118,792,active
11039,27,raw_ingredients,20,1380,215,paused
4069,9,finished_goods,14,1450,837,active
2267,6,finished_goods,11,516,528,active
1607,3,raw_ingredients,9,1161,532,active
11178,39,raw_ingredients,10,581,1368,paused
7777,13,raw_ingredients,3,549,827,active
5708,7,raw_ingredients,8,611,543,active
11149,26,raw_ingredients,14,974,954,paused
5413,3,finished_goods,9,856,864,active
3089,10,raw_ingredients,9,840,1175,active
2283,12,finished_goods,6,742,1034,active
3230,11,finished_goods,8,620,1472,active
7309,13,raw_ingredients,1,1226,695,active
10393,12,finished_goods,19,1313,1318,cancelled
4321,1,raw_ingredients,7,1297,995,active
8288,2,finished_goods,7,686,527,active
2429,2,raw_ingredients,13,1020,1454,active
7902,9,raw_ingredients,13,861,1283,active
11778,14,raw_ingredients,19,1019,623,paused
6440,6,raw_ingredients,4,1075,1237,active
7667,10,finished_goods,3,1006,1272,active
438,13,raw_ingredients,8,1317,1391,active
9941,12,raw_ingredients,7,1180,975,active
7632,9,raw_ingredients,7,1231,1141,active
9057,8,raw_ingredients,8,539,520,active
4537,11,finished_goods,13,1366,941,active
9989,11,raw_ingredients,13,990,693,active
5654,5,finished_goods,1,863,582,active
6131,14,raw_ingredients,10,777,1414,active
1580,8,finished_goods,13,1002,1098,active
2654,9,raw_ingredients,4,749,636,active
8956,5,raw_ingredients,14,1126,1159,active
5356,4,raw_ingredients,13,1043,917,active
7212,5,raw_ingredients,10,1263,814,active
2041,13,raw_ingredients,13,584,1445,active
1473,2,finished_goods,8,890,899,active
3941,2,raw_ingredients,11,776,1366,active
9732,3,raw_ingredients,13,1261,812,active
1171,4,raw_ingredients,13,777,982,active
1730,1,finished_goods,10,1350,1404,active
8015,10,raw_ingredients,5,647,658,active
11643,31,finished_goods,12,944,1211,paused
51,8,finished_goods,9,1316,1063,active
10074,9,finished_goods,8,608,464,cancelled
5189,4,finished_goods,2,631,1319,active
1290,5,raw_ingredients,14,868,679,active
9430,12,raw_ingredients,13,1390,701,active
5022,7,raw_ingredients,5,1334,611,active
10513,13,finished_goods,8,1013,473,cancelled
2241,7,raw_ingredients,4,1121,724,active
8028,14,finished_goods,11,1298,859,active
5389,7,raw_ingredients,9,930,720,active
3487,11,raw_ingredients,13,631,1226,active
1463,10,raw_ingredients,14,976,1337,active
11864,31,raw_ingredients,38,663,642,paused
3453,9,raw_ingredients,8,1344,917,active
8031,9,raw_ingredients,1,1106,1251,active
669,12,raw_ingredients,3,1172,905,active
6257,5,raw_ingredients,12,1226,1330,active
10607,9,finished_goods,7,616,1062,cancelled
1583,11,raw_ingredients,3,734,539,active
8017,7,finished_goods,2,930,1084,active
865,9,raw_ingredients,13,801,669,active
10837,19,raw_ingredients,15,1099,856,cancelled
867,1,finished_goods,1,984,1323,active
8221,2,raw_ingredients,12,648,883,active
8445,11,finished_goods,1,732,1162,active
664,5,raw_ingredients,9,537,1154,active
5018,12,finished_goods,1,1450,1470,active
11350,26,raw_ingredients,9,659,1142,paused
3268,2,finished_goods,12,1436,1374,active
10240,14,raw_ingredients,16,1013,1229,cancelled
3711,8,finished_goods,3,619,985,active
426,10,raw_ingredients,13,801,1097,active
9195,7,raw_ingredients,14,707,593,active
1520,12,finished_goods,12,956,1349,active
1724,1,raw_ingredients,1,779,715,active
8239,5,raw_ingredients,6,1414,1021,active
6594,12,raw_ingredients,11,650,654,active
5313,1,raw_ingredients,7,1408,602,active
4853,6,finished_goods,10,943,833,active
10504,12,raw_ingredients,17,910,1062,cancelled
3412,14,raw_ingredients,1,985,717,active
899,9,finished_goods,11,1178,925,active
7509,3,raw_ingredients,2,729,1210,active
6120,7,raw_ingredients,3,1058,590,active
7068,11,finished_goods,3,1391,599,active
11129,30,finished_goods,14,527,1388,paused
76,6,finished_goods,9,711,908,active
9940,2,raw_ingredients,3,943,620,active
7898,12,finished_goods,1,1388,1100,active
11326,22,finished_goods,20,479,1134,paused
3178,5,finished_goods,5,956,1408,active
9299,2,raw_ingredients,13,507,1297,active
4720,9,raw_ingredients,6,754,939,active
1659,13,raw_ingredients,2,856,1011,active
5118,13,finished_goods,11,735,564,active
2489,12,raw_ingredients,11,1261,1333,active
3285,4,raw_ingredients,6,1065,1207,active
7970,1,raw_ingredients,8,953,693,active
7842,9,raw_ingredients,11,1357,690,active
264,9,finished_goods,1,1355,775,active
1091,10,raw_ingredients,4,682,1005,active
7819,8,raw_ingredients,8,822,611,active
5576,9,raw_ingredients,9,1349,781,active
7446,7,raw_ingredients,10,859,1262,active
7089,8,raw_ingredients,13,1482,641,active
3989,11,finished_goods,6,821,1298,active
2853,7,raw_ingredients,2,560,1171,active
1554,5,finished_goods,9,758,1261,active
2057,6,raw_ingredients,3,1267,753,active
9903,6,raw_ingredients,8,1413,510,active
1649,9,raw_ingredients,7,951,1084,active
6084,11,raw_ingredients,5,1075,1056,active
5913,10,raw_ingredients,1,1153,1491,active
1725,10,raw_ingredients,13,718,887,active
6496,4,finished_goods,1,542,935,active
3346,11,finished_goods,2,1152,1396,active
11378,33,raw_ingredients,30,1130,555,paused
2314,9,raw_ingredients,13,879,1421,active
2938,5,finished_goods,14,1271,754,active
651,13,finished_goods,9,545,787,active
9975,7,raw_ingredients,8,570,1103,active
7880,4,raw_ingredients,8,824,1168,active
5219,11,raw_ingredients,3,670,1438,active
11512,33,raw_ingredients,32,765,616,paused
2476,12,raw_ingredients,5,783,1178,active
7917,12,raw_ingredients,3,1121,783,active
10149,11,raw_ingredients,10,977,656,cancelled
7922,4,finished_goods,11,541,1316,active
2152,8,raw_ingredients,1,1400,1083,active
6057,3,raw_ingredients,2,722,1182,active
11273,25,raw_ingredients,11,638,706,paused
2668,10,raw_ingredients,10,881,837,active
8206,10,raw_ingredients,5,1254,577,active
6355,13,raw_ingredients,11,742,1090,active
9875,7,finished_goods,14,793,1117,active
11758,33,finished_goods,37,664,1169,paused
5055,10,finished_goods,6,676,1102,active
3477,8,raw_ingredients,1,1453,1482,active
10299,9,finished_goods,8,847,664,cancelled
7183,6,raw_ingredients,6,1332,1496,active
7693,9,raw_ingredients,5,923,1469,active
10935,9,finished_goods,14,833,526,cancelled
4077,11,finished_goods,3,797,1297,active
1635,14,raw_ingredients,2,864,744,active
4834,5,raw_ingredients,13,1396,898,active
7592,11,raw_ingredients,2,684,1003,active
848,2,finished_goods,2,1064,1237,active
5525,14,finished_goods,9,1061,751,active
9509,10,raw_ingredients,9,512,617,active
5345,10,raw_ingredients,3,780,748,active
1815,2,raw_ingredients,8,866,1066,active
596,9,finished_goods,1,1491,1001,active
11384,13,raw_ingredients,38,1049,446,paused
7031,5,finished_goods,2,750,1193,active
1904,9,raw_ingredients,10,695,1194,active
9364,9,raw_ingredients,3,920,1233,active
5312,10,finished_goods,9,1414,724,active
7452,2,finished_goods,6,882,1383,active
8127,2,raw_ingredients,14,1170,788,active
11934,18,raw_ingredients,16,964,1363,paused
2811,6,raw_ingredients,14,1408,647,active
5853,13,raw_ingredients,4,594,916,active
5208,3,raw_ingredients,4,1127,674,active
8398,9,finished_goods,3,1269,1447,active
1702,8,finished_goods,1,1174,867,active
2053,2,finished_goods,13,1057,1107,active
1204,4,finished_goods,3,610,594,active
4966,1,raw_ingredients,1,1207,965,active
7140,14,raw_ingredients,11,880,781,active
8346,8,raw_ingredients,14,1163,719,active
979,11,raw_ingredients,2,1461,1160,active
4103,7,raw_ingredients,6,1376,1079,active
5242,4,finished_goods,5,875,1399,active
4950,4,raw_ingredients,5,1090,935,active
2575,3,raw_ingredients,14,920,1412,active
1300,6,raw_ingredients,11,1490,1045,active
11203,34,raw_ingredients,10,1307,353,paused
7513,13,finished_goods,4,1359,501,active
11305,24,raw_ingredients,18,1251,1387,paused
2023,4,raw_ingredients,5,1053,741,active
2289,8,raw_ingredients,2,1437,561,active
10662,12,finished_goods,7,872,413,cancelled
5110,7,finished_goods,10,1286,776,active
8138,9,raw_ingredients,7,1411,1182,active
3966,11,raw_ingredients,5,1375,631,active
11790,11,finished_goods,25,527,1350,paused
11826,30,raw_ingredients,23,1432,1152,paused
6880,13,raw_ingredients,12,1114,567,active
11368,33,raw_ingredients,33,1391,1395,paused
3158,9,raw_ingredients,7,905,892,active
9581,1,finished_goods,3,1208,1385,active
8171,7,raw_ingredients,1,817,594,active
1646,1,raw_ingredients,6,1241,1258,active
7049,13,raw_ingredients,14,682,1499,active
4358,8,finished_goods,13,1033,1153,active
8352,9,finished_goods,10,1308,583,active
9729,1,raw_ingredients,4,1065,1106,active
1761,14,raw_ingredients,2,504,1328,active
10066,7,raw_ingredients,12,520,731,cancelled
7064,8,raw_ingredients,9,870,1467,active
3320,14,raw_ingredients,10,1473,604,active
2726,13,raw_ingredients,3,593,1197,active
6638,2,raw_ingredients,7,911,506,active
8172,4,raw_ingredients,1,756,1070,active
9295,9,raw_ingredients,9,621,889,active
8811,13,raw_ingredients,9,951,1331,active
8120,14,raw_ingredients,12,1322,826,active
8632,4,raw_ingredients,12,1062,1019,active
11711,36,raw_ingredients,21,1133,1322,paused
10602,12,finished_goods,8,450,1044,cancelled
3449,4,raw_ingredients,13,945,1023,active
316,1,finished_goods,3,976,1292,active
10822,17,finished_goods,12,1198,974,cancelled
8800,8,raw_ingredients,3,605,1376,active
446,9,finished_goods,3,1416,959,active
6272,7,finished_goods,3,1147,1000,active
3112,1,raw_ingredients,11,812,876,active
6050,5,raw_ingredients,7,771,1112,active
7825,2,raw_ingredients,10,901,1161,active
6486,3,finished_goods,7,1161,1328,active
8085,11,raw_ingredients,14,580,1483,active
11318,20,raw_ingredients,20,1420,566,paused
11975,26,finished_goods,10,1117,1103,paused
3913,10,finished_goods,6,1272,1299,active
1190,13,raw_ingredients,4,1269,1453,active
10953,12,finished_goods,10,1328,535,cancelled
6377,9,raw_ingredients,9,719,849,active
4180,8,raw_ingredients,13,1154,551,active
10387,11,finished_goods,8,1322,871,cancelled
1354,10,raw_ingredients,13,685,1469,active
4635,5,raw_ingredients,4,515,1276,active
4198,9,raw_ingredients,1,560,1426,active
6148,11,raw_ingredients,6,1098,1321,active
7560,1,raw_ingredients,5,972,1032,active
7771,14,finished_goods,2,1246,1392,active
9500,6,raw_ingredients,7,1251,761,active
22,5,finished_goods,12,849,1228,active
4944,5,raw_ingredients,1,1338,571,active
142,10,raw_ingredients,9,1256,1461,active
8188,9,raw_ingredients,13,1325,1383,active
5577,7,finished_goods,2,986,525,active
118,8,raw_ingredients,1,728,1190,active
7907,8,raw_ingredients,2,865,1346,active
6772,1,finished_goods,4,1132,1229,active
10437,12,finished_goods,11,879,707,cancelled
7448,8,raw_ingredients,3,998,1273,active
1946,2,finished_goods,10,1256,775,active
5640,14,raw_ingredients,10,1381,1166,active
10690,14,raw_ingredients,15,699,1211,cancelled
10500,14,raw_ingredients,19,544,1355,cancelled
6558,4,raw_ingredients,11,964,1143,active
9118,5,raw_ingredients,13,548,603,active
6456,14,raw_ingredients,3,1379,1315,active
1407,3,raw_ingredients,14,856,1334,active
3318,3,finished_goods,6,993,695,active
4889,5,finished_goods,3,1354,777,active
6648,12,finished_goods,12,1123,1180,active
1781,3,raw_ingredients,14,1221,1217,active
8417,1,raw_ingredients,11,1267,545,active
1558,11,finished_goods,14,705,1163,active
7563,9,finished_goods,7,1042,1472,active
6608,11,raw_ingredients,7,1489,987,active
11184,23,raw_ingredients,20,1165,369,paused
11851,37,raw_ingredients,35,801,241,paused
3133,3,finished_goods,5,1499,509,active
129,9,raw_ingredients,10,545,915,active
10464,9,finished_goods,19,1286,872,cancelled
7722,12,raw_ingredients,3,1073,1317,active
3415,1,raw_ingredients,8,1167,1395,active
52,14,finished_goods,13,1454,674,active
6712,3,raw_ingredients,4,535,1438,active
4976,3,raw_ingredients,8,905,593,active
9099,10,finished_goods,13,1263,1234,active
2869,13,raw_ingredients,12,620,535,active
10309,14,finished_goods,9,577,769,cancelled
6352,13,raw_ingredients,11,987,929,active
8157,6,raw_ingredients,1,1186,1144,active
8679,11,raw_ingredients,10,881,548,active
1841,12,finished_goods,13,749,1251,active
8805,11,raw_ingredients,8,1135,1019,active
11097,35,raw_ingredients,10,1177,1273,paused
9051,10,raw_ingredients,14,631,1487,active
6714,9,finished_goods,3,891,1362,active
169,11,finished_goods,14,794,513,active
162,10,raw_ingredients,11,939,656,active
7427,14,finished_goods,7,722,1254,active
10943,17,finished_goods,7,530,784,cancelled
1389,13,raw_ingredients,11,924,1080,active
10260,14,finished_goods,17,857,1242,cancelled
9456,6,raw_ingredients,2,1419,1357,active
11794,24,raw_ingredients,22,1202,1296,paused
11493,22,raw_ingredients,30,848,454,paused
8216,13,raw_ingredients,9,1164,831,active
8022,3,finished_goods,5,1360,1217,active
2407,9,raw_ingredients,13,934,1369,active
9297,12,raw_ingredients,13,1022,843,active
2523,11,finished_goods,9,1232,1016,active
2561,8,finished_goods,2,649,661,active
1400,1,raw_ingredients,8,1322,869,active
4345,12,finished_goods,8,886,1372,active
6930,1,finished_goods,4,1013,1471,active
858,10,finished_goods,12,1217,683,active
7905,12,finished_goods,8,525,981,active
8394,14,raw_ingredients,10,861,770,active
2370,14,raw_ingredients,8,1454,1458,active
1210,13,raw_ingredients,14,1235,1480,active
3602,4,raw_ingredients,3,849,1100,active
9558,4,raw_ingredients,4,603,878,active
11689,22,raw_ingredients,30,1276,1392,paused
422,12,finished_goods,12,928,1244,active
5416,10,finished_goods,13,1004,1058,active
854,3,raw_ingredients,5,1325,987,active
10910,19,raw_ingredients,8,1249,683,cancelled
5400,12,raw_ingredients,7,702,1108,active
3626,4,finished_goods,11,1194,599,active
3154,11,finished_goods,4,1092,1392,active
8004,6,finished_goods,9,1085,1251,active
5562,13,finished_goods,4,659,538,active
11304,33,finished_goods,12,464,273,paused
7946,13,raw_ingredients,1,1297,978,active
4215,9,raw_ingredients,9,921,1079,active
9904,14,finished_goods,6,1147,1483,active
11456,16,finished_goods,18,921,1228,paused
6086,10,finished_goods,5,883,1408,active
8480,12,finished_goods,9,1153,987,active
5301,10,raw_ingredients,12,1120,1498,active
7991,2,finished_goods,4,551,652,active
7512,8,raw_ingredients,4,1072,1084,active
3707,12,raw_ingredients,4,524,588,active
5125,7,raw_ingredients,13,946,1096,active
10657,9,finished_goods,9,426,918,cancelled
3065,5,raw_ingredients,10,1003,1020,active
5789,12,finished_goods,1,753,694,active
4335,8,raw_ingredients,7,1423,1418,active
3181,9,raw_ingredients,14,803,1401,active
6350,4,raw_ingredients,10,1344,1385,active
11417,27,raw_ingredients,33,1078,960,paused
4903,10,raw_ingredients,2,698,598,active
10316,12,finished_goods,13,1062,563,cancelled
2342,13,raw_ingredients,1,1024,1487,active
4885,6,raw_ingredients,2,616,512,active
11931,35,raw_ingredients,12,1132,215,paused
10027,10,finished_goods,12,1099,401,cancelled
7537,9,raw_ingredients,5,564,1453,active
10233,10,raw_ingredients,13,785,604,cancelled
4283,6,raw_ingredients,9,798,544,active
11380,25,raw_ingredients,10,840,622,paused
1155,10,raw_ingredients,6,541,1248,active
7185,3,raw_ingredients,5,1311,1071,active
2754,9,finished_goods,3,917,1241,active
11584,10,raw_ingredients,18,698,357,paused
5568,14,finished_goods,14,1393,1136,active
8514,1,raw_ingredients,12,635,919,active
11270,10,raw_ingredients,22,1213,652,paused
8646,3,finished_goods,7,995,1372,active
6466,5,raw_ingredients,1,1063,1336,active
3443,8,raw_ingredients,14,1459,974,active
2655,9,raw_ingredients,10,844,558,active
3152,8,raw_ingredients,12,837,571,active
9651,8,raw_ingredients,3,1059,806,active
1956,1,raw_ingredients,12,1142,901,active
4902,9,raw_ingredients,10,596,1262,active
5359,6,finished_goods,8,1179,947,active
5628,14,raw_ingredients,11,1222,613,active
7279,9,finished_goods,13,1077,914,active
3385,4,finished_goods,3,727,785,active
4396,2,raw_ingredients,2,1182,1239,active
2321,7,raw_ingredients,12,1455,501,active
3418,14,raw_ingredients,11,845,779,active
8047,3,raw_ingredients,4,1082,681,active
5912,5,finished_goods,10,1269,1247,active
2202,3,raw_ingredients,2,719,1134,active
5734,2,raw_ingredients,9,757,565,active
4228,10,raw_ingredients,13,1432,759,active
11623,14,finished_goods,35,1375,529,paused
7076,10,raw_ingredients,9,1332,1245,active
6436,12,raw_ingredients,3,1051,1397,active
2333,11,finished_goods,4,1365,654,active
2891,1,raw_ingredients,11,1380,633,active
5427,3,raw_ingredients,1,1471,1441,active
4956,13,raw_ingredients,5,849,652,active
2111,10,finished_goods,2,999,1267,active
9642,13,raw_ingredients,3,761,812,active
10758,17,finished_goods,19,413,1181,cancelled
6384,10,finished_goods,7,1272,1292,active
1390,3,finished_goods,12,935,871,active
11653,15,raw_ingredients,39,1402,1196,paused
2120,4,raw_ingredients,14,824,580,active
1330,5,finished_goods,8,1399,571,active
6034,4,raw_ingredients,13,647,528,active
7139,1,raw_ingredients,6,1320,898,active
8308,4,raw_ingredients,11,1426,1473,active
5815,8,raw_ingredients,11,1064,1348,active
2542,3,raw_ingredients,13,1416,1069,active
4338,2,finished_goods,6,908,702,active
3136,2,finished_goods,3,1115,504,active
3313,2,finished_goods,1,1414,777,active
3175,10,finished_goods,4,1007,1106,active
8023,1,finished_goods,7,853,620,active
10274,15,finished_goods,16,454,717,cancelled
1633,8,raw_ingredients,7,1246,753,active
8461,6,finished_goods,6,1455,680,active
5591,13,raw_ingredients,4,1396,913,active
4086,13,raw_ingredients,8,689,967,active
10792,11,finished_goods,12,768,660,cancelled
2947,8,finished_goods,7,1288,1469,active
4934,14,raw_ingredients,6,587,1374,active
11356,38,raw_ingredients,14,990,723,paused
8217,9,raw_ingredients,9,656,808,active
9606,8,raw_ingredients,9,885,633,active
3157,7,raw_ingredients,1,1139,1394,active
6782,11,finished_goods,1,1283,785,active
2536,13,finished_goods,11,684,1244,active
9928,14,raw_ingredients,2,528,723,active
7328,7,raw_ingredients,10,1274,1265,active
9055,11,raw_ingredients,9,1031,1241,active
1358,9,finished_goods,8,722,962,active
10228,13,finished_goods,13,682,561,cancelled
3324,11,raw_ingredients,4,663,1163,active
3741,10,raw_ingredients,9,1093,1495,active
1877,14,raw_ingredients,3,538,625,active
11025,20,finished_goods,34,750,1132,paused
1606,14,raw_ingredients,8,932,951,active
11455,33,finished_goods,23,1167,515,paused
3086,1,finished_goods,10,538,1233,active
11429,25,finished_goods,36,1425,972,paused
28,4,raw_ingredients,2,695,1273,active
4653,5,raw_ingredients,7,860,1050,active
